function name,function signature,stereotypes,filename,archive line number,file line number,class defined within
BaseTestCase::testUsingCheckIt,"void 
BaseTestCase::testUsingCheckIt()","command,collaborator,stateless,unclassified",sampleFiles/cppunittest/BaseTestCase.cpp,29,28,
BaseTestCase::checkIt,"void 
BaseTestCase::checkIt()","collaborator,empty,unclassified",sampleFiles/cppunittest/BaseTestCase.cpp,36,35,
RepeatedTestTest::setUp,"void 
RepeatedTestTest::setUp()","collaborator,test_initializer",sampleFiles/cppunittest/RepeatedTestTest.cpp,23,22,
RepeatedTestTest::tearDown,"void 
RepeatedTestTest::tearDown()","collaborator,test_cleaner",sampleFiles/cppunittest/RepeatedTestTest.cpp,31,30,
RepeatedTestTest::testRun,"void 
RepeatedTestTest::testRun()","command,collaborator,equality_verifier",sampleFiles/cppunittest/RepeatedTestTest.cpp,38,37,
TestResultCollectorTest::setUp,"void 
TestResultCollectorTest::setUp()","collaborator,test_initializer",sampleFiles/cppunittest/TestResultCollectorTest.cpp,22,21,
TestResultCollectorTest::tearDown,"void 
TestResultCollectorTest::tearDown()","collaborator,test_cleaner",sampleFiles/cppunittest/TestResultCollectorTest.cpp,34,33,
TestResultCollectorTest::testConstructor,"void 
TestResultCollectorTest::testConstructor()","command,collaborator,stateless,unclassified,api_utility_verifier",sampleFiles/cppunittest/TestResultCollectorTest.cpp,44,43,
TestResultCollectorTest::testAddTwoErrors,"void 
TestResultCollectorTest::testAddTwoErrors()","command,collaborator,unclassified,api_utility_verifier",sampleFiles/cppunittest/TestResultCollectorTest.cpp,51,50,
TestResultCollectorTest::testAddTwoFailures,"void 
TestResultCollectorTest::testAddTwoFailures()","command,collaborator,unclassified,api_utility_verifier",sampleFiles/cppunittest/TestResultCollectorTest.cpp,80,79,
TestResultCollectorTest::testStartTest,"void 
TestResultCollectorTest::testStartTest()","command,collaborator,unclassified,api_utility_verifier",sampleFiles/cppunittest/TestResultCollectorTest.cpp,108,107,
TestResultCollectorTest::testWasSuccessfulWithNoTest,"void 
TestResultCollectorTest::testWasSuccessfulWithNoTest()","command,collaborator,stateless,unclassified,api_utility_verifier",sampleFiles/cppunittest/TestResultCollectorTest.cpp,117,116,
TestResultCollectorTest::testWasSuccessfulWithErrors,"void 
TestResultCollectorTest::testWasSuccessfulWithErrors()","command,collaborator,unclassified,api_utility_verifier",sampleFiles/cppunittest/TestResultCollectorTest.cpp,124,123,
TestResultCollectorTest::testWasSuccessfulWithFailures,"void 
TestResultCollectorTest::testWasSuccessfulWithFailures()","command,collaborator,unclassified,api_utility_verifier",sampleFiles/cppunittest/TestResultCollectorTest.cpp,133,132,
TestResultCollectorTest::testWasSuccessfulWithErrorsAndFailures,"void 
TestResultCollectorTest::testWasSuccessfulWithErrorsAndFailures()","command,collaborator,unclassified,api_utility_verifier",sampleFiles/cppunittest/TestResultCollectorTest.cpp,142,141,
TestResultCollectorTest::testWasSuccessfulWithSuccessfulTest,"void 
TestResultCollectorTest::testWasSuccessfulWithSuccessfulTest()","command,collaborator,unclassified,api_utility_verifier",sampleFiles/cppunittest/TestResultCollectorTest.cpp,151,150,
TestResultCollectorTest::testSynchronizationAddFailure,"void 
TestResultCollectorTest::testSynchronizationAddFailure()","command,collaborator,unclassified,api_utility_verifier",sampleFiles/cppunittest/TestResultCollectorTest.cpp,162,161,
TestResultCollectorTest::testSynchronizationStartTest,"void 
TestResultCollectorTest::testSynchronizationStartTest()","command,collaborator,unclassified",sampleFiles/cppunittest/TestResultCollectorTest.cpp,170,169,
TestResultCollectorTest::testSynchronizationRunTests,"void 
TestResultCollectorTest::testSynchronizationRunTests()","command,collaborator,unclassified",sampleFiles/cppunittest/TestResultCollectorTest.cpp,178,177,
TestResultCollectorTest::testSynchronizationTestErrors,"void 
TestResultCollectorTest::testSynchronizationTestErrors()","command,collaborator,unclassified",sampleFiles/cppunittest/TestResultCollectorTest.cpp,186,185,
TestResultCollectorTest::testSynchronizationTestFailures,"void 
TestResultCollectorTest::testSynchronizationTestFailures()","command,collaborator,unclassified",sampleFiles/cppunittest/TestResultCollectorTest.cpp,194,193,
TestResultCollectorTest::testSynchronizationFailures,"void 
TestResultCollectorTest::testSynchronizationFailures()","command,collaborator,unclassified",sampleFiles/cppunittest/TestResultCollectorTest.cpp,202,201,
TestResultCollectorTest::testSynchronizationWasSuccessful,"void 
TestResultCollectorTest::testSynchronizationWasSuccessful()","command,collaborator,unclassified",sampleFiles/cppunittest/TestResultCollectorTest.cpp,210,209,
TestResultCollectorTest::checkResult,"void 
TestResultCollectorTest::checkResult( int failures,
                             int errors,
                             int testsRun )","command,collaborator,equality_verifier",sampleFiles/cppunittest/TestResultCollectorTest.cpp,220,219,
TestResultCollectorTest::checkFailure,"void
TestResultCollectorTest::checkFailure( CPPUNIT_NS::TestFailure *failure,
                                       CPPUNIT_NS::Message expectedMessage,
                                       CPPUNIT_NS::Test *expectedTest,
                                       bool expectedIsError )","command,collaborator,boolean_verifier,equality_verifier,hybrid_verifier",sampleFiles/cppunittest/TestResultCollectorTest.cpp,234,233,
TestResultCollectorTest::checkWasSuccessful,"void 
TestResultCollectorTest::checkWasSuccessful( bool shouldBeSuccessful )","command,collaborator,equality_verifier",sampleFiles/cppunittest/TestResultCollectorTest.cpp,244,243,
TestResultCollectorTest::locked,"void 
TestResultCollectorTest::locked()","command,collaborator,stateless,equality_verifier",sampleFiles/cppunittest/TestResultCollectorTest.cpp,251,250,
TestResultCollectorTest::unlocked,"void 
TestResultCollectorTest::unlocked()","command,collaborator,stateless,equality_verifier",sampleFiles/cppunittest/TestResultCollectorTest.cpp,259,258,
TestResultCollectorTest::checkSynchronization,"void 
TestResultCollectorTest::checkSynchronization()","command,collaborator,boolean_verifier,equality_verifier,hybrid_verifier",sampleFiles/cppunittest/TestResultCollectorTest.cpp,267,266,
TestResultCollectorTest::addFailure,"void 
TestResultCollectorTest::addFailure( std::string message )","command,collaborator,stateless,unclassified,api_utility_verifier",sampleFiles/cppunittest/TestResultCollectorTest.cpp,275,274,
TestResultCollectorTest::addError,"void 
TestResultCollectorTest::addError( std::string message )","command,collaborator,stateless,unclassified,api_utility_verifier",sampleFiles/cppunittest/TestResultCollectorTest.cpp,282,281,
TestResultCollectorTest::addFailure,"void 
TestResultCollectorTest::addFailure( std::string message, 
                                     CPPUNIT_NS::Test *failedTest, 
                                     bool isError,
                                     CPPUNIT_NS::TestResultCollector *result )","command,collaborator,unclassified",sampleFiles/cppunittest/TestResultCollectorTest.cpp,292,291,
MockTestListener::setExpectFailure,"void 
MockTestListener::setExpectFailure( CPPUNIT_NS::Test *failedTest,
                                    CPPUNIT_NS::Exception *thrownException,
                                    bool isError )","collaborator,unclassified",sampleFiles/cppunittest/MockTestListener.cpp,48,47,
MockTestListener::setExpectNoFailure,"void 
MockTestListener::setExpectNoFailure()","collaborator,unclassified",sampleFiles/cppunittest/MockTestListener.cpp,60,59,
MockTestListener::setExpectFailure,"void 
MockTestListener::setExpectFailure()","collaborator,unclassified",sampleFiles/cppunittest/MockTestListener.cpp,68,67,
MockTestListener::setExpectedAddFailureCall,"void 
MockTestListener::setExpectedAddFailureCall( int callCount )","collaborator,unclassified",sampleFiles/cppunittest/MockTestListener.cpp,75,74,
MockTestListener::setExpectStartTest,"void 
MockTestListener::setExpectStartTest( CPPUNIT_NS::Test *test )","collaborator,unclassified",sampleFiles/cppunittest/MockTestListener.cpp,83,82,
MockTestListener::setExpectedStartTestCall,"void 
MockTestListener::setExpectedStartTestCall( int callCount )","collaborator,unclassified",sampleFiles/cppunittest/MockTestListener.cpp,93,92,
MockTestListener::setExpectEndTest,"void 
MockTestListener::setExpectEndTest( CPPUNIT_NS::Test *test )","collaborator,unclassified",sampleFiles/cppunittest/MockTestListener.cpp,101,100,
MockTestListener::setExpectedEndTestCall,"void 
MockTestListener::setExpectedEndTestCall( int callCount )","collaborator,unclassified",sampleFiles/cppunittest/MockTestListener.cpp,111,110,
MockTestListener::setExpectStartSuite,"void 
MockTestListener::setExpectStartSuite( CPPUNIT_NS::Test *test )","collaborator,unclassified",sampleFiles/cppunittest/MockTestListener.cpp,119,118,
MockTestListener::setExpectedStartSuiteCall,"void 
MockTestListener::setExpectedStartSuiteCall( int callCount )","collaborator,unclassified",sampleFiles/cppunittest/MockTestListener.cpp,129,128,
MockTestListener::setExpectEndSuite,"void 
MockTestListener::setExpectEndSuite( CPPUNIT_NS::Test *test )","collaborator,unclassified",sampleFiles/cppunittest/MockTestListener.cpp,137,136,
MockTestListener::setExpectedEndSuiteCall,"void 
MockTestListener::setExpectedEndSuiteCall( int callCount )","collaborator,unclassified",sampleFiles/cppunittest/MockTestListener.cpp,147,146,
MockTestListener::setExpectStartTestRun,"void 
MockTestListener::setExpectStartTestRun( CPPUNIT_NS::Test *test,
                                         CPPUNIT_NS::TestResult *eventManager )","collaborator,unclassified",sampleFiles/cppunittest/MockTestListener.cpp,156,155,
MockTestListener::setExpectedStartTestRunCall,"void 
MockTestListener::setExpectedStartTestRunCall( int callCount )","collaborator,unclassified",sampleFiles/cppunittest/MockTestListener.cpp,167,166,
MockTestListener::setExpectEndTestRun,"void 
MockTestListener::setExpectEndTestRun( CPPUNIT_NS::Test *test,
                                       CPPUNIT_NS::TestResult *eventManager )","collaborator,unclassified",sampleFiles/cppunittest/MockTestListener.cpp,176,175,
MockTestListener::setExpectedEndTestRunCall,"void 
MockTestListener::setExpectedEndTestRunCall( int callCount )","collaborator,unclassified",sampleFiles/cppunittest/MockTestListener.cpp,187,186,
MockTestListener::addFailure,"void 
MockTestListener::addFailure( const CPPUNIT_NS::TestFailure &failure )","command,collaborator,boolean_verifier,branch_verifier",sampleFiles/cppunittest/MockTestListener.cpp,195,194,
MockTestListener::startTest,"void 
MockTestListener::startTest( CPPUNIT_NS::Test *test )","command,collaborator,boolean_verifier,branch_verifier",sampleFiles/cppunittest/MockTestListener.cpp,219,218,
MockTestListener::endTest,"void 
MockTestListener::endTest( CPPUNIT_NS::Test *test )","command,collaborator,boolean_verifier,branch_verifier",sampleFiles/cppunittest/MockTestListener.cpp,238,237,
MockTestListener::startSuite,"void 
MockTestListener::startSuite( CPPUNIT_NS::Test *test )","command,collaborator,boolean_verifier,branch_verifier",sampleFiles/cppunittest/MockTestListener.cpp,256,255,
MockTestListener::endSuite,"void 
MockTestListener::endSuite( CPPUNIT_NS::Test *test )","command,collaborator,boolean_verifier,branch_verifier",sampleFiles/cppunittest/MockTestListener.cpp,274,273,
MockTestListener::startTestRun,"void 
MockTestListener::startTestRun( CPPUNIT_NS::Test *test, 
                                CPPUNIT_NS::TestResult *eventManager )","command,collaborator,boolean_verifier,branch_verifier",sampleFiles/cppunittest/MockTestListener.cpp,293,292,
MockTestListener::endTestRun,"void 
MockTestListener::endTestRun( CPPUNIT_NS::Test *test, 
                              CPPUNIT_NS::TestResult *eventManager )","command,collaborator,boolean_verifier,branch_verifier",sampleFiles/cppunittest/MockTestListener.cpp,314,313,
MockTestListener::verify,"void 
MockTestListener::verify()","command,collaborator,boolean_verifier,equality_verifier,hybrid_verifier,branch_verifier",sampleFiles/cppunittest/MockTestListener.cpp,334,333,
MessageTest::setUp,"void 
MessageTest::setUp()","collaborator,stateless,test_initializer",sampleFiles/cppunittest/MessageTest.cpp,20,19,
MessageTest::tearDown,"void 
MessageTest::tearDown()","collaborator,test_cleaner",sampleFiles/cppunittest/MessageTest.cpp,27,26,
MessageTest::testDefaultConstructor,"void 
MessageTest::testDefaultConstructor()","command,collaborator,equality_verifier",sampleFiles/cppunittest/MessageTest.cpp,34,33,
MessageTest::testDetailAtThrowIfBadIndex,"void 
MessageTest::testDetailAtThrowIfBadIndex()","command,collaborator,stateless,unclassified",sampleFiles/cppunittest/MessageTest.cpp,43,42,
MessageTest::testDetailAtThrowIfBadIndex2,"void 
MessageTest::testDetailAtThrowIfBadIndex2()","command,collaborator,stateless,unclassified",sampleFiles/cppunittest/MessageTest.cpp,51,50,
MessageTest::testAddDetail,"void 
MessageTest::testAddDetail()","command,collaborator,equality_verifier",sampleFiles/cppunittest/MessageTest.cpp,58,57,
MessageTest::testAddDetail2,"void 
MessageTest::testAddDetail2()","command,collaborator,equality_verifier",sampleFiles/cppunittest/MessageTest.cpp,68,67,
MessageTest::testAddDetail3,"void 
MessageTest::testAddDetail3()","command,collaborator,equality_verifier",sampleFiles/cppunittest/MessageTest.cpp,80,79,
MessageTest::testAddDetailEmptyMessage,"void 
MessageTest::testAddDetailEmptyMessage()","command,collaborator,equality_verifier",sampleFiles/cppunittest/MessageTest.cpp,94,93,
MessageTest::testAddDetailMessage,"void 
MessageTest::testAddDetailMessage()","command,collaborator,equality_verifier",sampleFiles/cppunittest/MessageTest.cpp,102,101,
MessageTest::testSetShortDescription,"void 
MessageTest::testSetShortDescription()","command,collaborator,equality_verifier",sampleFiles/cppunittest/MessageTest.cpp,114,113,
MessageTest::testClearDetails,"void 
MessageTest::testClearDetails()","command,collaborator,equality_verifier",sampleFiles/cppunittest/MessageTest.cpp,123,122,
MessageTest::testConstructor,"void 
MessageTest::testConstructor()","command,collaborator,equality_verifier,public_field_verifier",sampleFiles/cppunittest/MessageTest.cpp,132,131,
MessageTest::testConstructorDetail1,"void 
MessageTest::testConstructorDetail1()","command,collaborator,equality_verifier,public_field_verifier",sampleFiles/cppunittest/MessageTest.cpp,143,142,
MessageTest::testConstructorDetail2,"void 
MessageTest::testConstructorDetail2()","command,collaborator,equality_verifier,public_field_verifier",sampleFiles/cppunittest/MessageTest.cpp,156,155,
MessageTest::testConstructorDetail3,"void 
MessageTest::testConstructorDetail3()","command,collaborator,equality_verifier,public_field_verifier",sampleFiles/cppunittest/MessageTest.cpp,171,170,
MessageTest::testDetailsNone,"void 
MessageTest::testDetailsNone()","command,collaborator,boolean_verifier,equality_verifier,hybrid_verifier",sampleFiles/cppunittest/MessageTest.cpp,188,187,
MessageTest::testDetailsSome,"void 
MessageTest::testDetailsSome()","command,collaborator,equality_verifier",sampleFiles/cppunittest/MessageTest.cpp,197,196,
MessageTest::testEqual,"void 
MessageTest::testEqual()","command,collaborator,boolean_verifier",sampleFiles/cppunittest/MessageTest.cpp,207,206,
MessageTest::testNotEqual,"void 
MessageTest::testNotEqual()","command,collaborator,boolean_verifier",sampleFiles/cppunittest/MessageTest.cpp,229,228,
TestTest::setUp,"void 
TestTest::setUp()","command,collaborator,test_initializer",sampleFiles/cppunittest/TestTest.cpp,22,21,
TestTest::tearDown,"void 
TestTest::tearDown()","collaborator,test_cleaner",sampleFiles/cppunittest/TestTest.cpp,35,34,
TestTest::testFindTestPathPointerThis,"void 
TestTest::testFindTestPathPointerThis()","command,collaborator,boolean_verifier,equality_verifier,hybrid_verifier",sampleFiles/cppunittest/TestTest.cpp,43,42,
TestTest::testFindTestPathPointer,"void 
TestTest::testFindTestPathPointer()","command,collaborator,boolean_verifier,equality_verifier,hybrid_verifier",sampleFiles/cppunittest/TestTest.cpp,58,57,
